,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
16006,CA02,CCU001,KRAFT  us,,2020,2960624177,27-03-2020,04-05-2020,30-03-2020,NAG2,18055.968
16011,U001,200769623,WAL-MAR foundation,,2020,1930646677,13-03-2020,28-03-2020,13-03-2020,NAH4,103.47
16014,U001,200723794,MID MO us,,2020,1930819741,24-04-2020,09-05-2020,24-04-2020,NAA8,53161.76
16015,U001,200726979,BJ'S  corp,,2020,1930716461,20-03-2020,04-04-2020,20-03-2020,NAA8,556.13
16018,U001,200705742,DOT trust,,2020,1930642693,12-03-2020,01-04-2020,12-03-2020,NAD1,94251.65
16022,U001,200769623,WAL-MAR corporation,,2020,1930727191,01-04-2020,16-04-2020,01-04-2020,NAH4,9847.88
16025,U001,200769623,WAL-MAR associates,,2020,1930885271,11-05-2020,26-05-2020,11-05-2020,NAH4,16377.82
16031,U001,200331749,SYSC in,,2020,1930673454,20-03-2020,04-04-2020,20-03-2020,NAA8,15536.49
16032,U001,200748108,KROGER us,,2020,1930689589,24-03-2020,08-04-2020,24-03-2020,NAA8,17108.22
16035,U001,200769623,WAL-MAR foundation,,2020,1930644298,13-03-2020,28-03-2020,13-03-2020,NAH4,42827.54
16038,U001,200769623,WAL-MAR systems,,2020,1930606876,11-03-2020,26-03-2020,11-03-2020,NAH4,6361.07
16046,U001,200418007,AM foundation,,2020,1930596085,05-03-2020,09-05-2020,05-03-2020,NAGD,11136.72
16050,U001,200793568,SUPE llc,,2020,1930818440,24-04-2020,09-05-2020,24-04-2020,NAA8,151770.16
16053,U001,200769623,WAL-MAR corporation,,2020,1930585114,02-03-2020,17-03-2020,02-03-2020,NAH4,816.49
16055,CA02,140104423,METRO  corp,,2020,2960626846,08-04-2020,18-04-2020,08-04-2020,CA10,45962.679
16056,U001,200744019,TARG ,,2020,1930792388,18-04-2020,03-05-2020,18-04-2020,NAA8,858.62
16057,U001,200936373,SUPE llc,,2020,1930813263,21-04-2020,06-05-2020,21-04-2020,NAA8,91396.87
16065,U001,200706844,WINC llc,,2020,1930597576,05-03-2020,20-03-2020,05-03-2020,NAA8,7446.53
16070,U001,200759082,INGL ,,2020,1930780776,13-04-2020,28-04-2020,13-04-2020,NAA8,168746.82
16074,U001,200707822,PUBLI llc,,2020,1930686890,25-03-2020,09-04-2020,25-03-2020,NAA8,188407.3
16090,CA02,140104440,SO corporation,,2020,2960628640,16-04-2020,05-05-2020,25-04-2020,CA10,67798.402
16099,U001,200704858,WAKE corp,,2020,1930587027,03-03-2020,18-03-2020,03-03-2020,NAA8,35512.7
16108,U001,200200412,DRIS corporation,,2020,1930577846,27-02-2020,18-03-2020,27-02-2020,NAD1,44934.64
16109,U001,200706844,WINC corp,,2020,1930685395,23-03-2020,07-04-2020,23-03-2020,NAA8,60969.23
16112,U001,200253680,SCHWANS llc,,2020,1930580238,27-02-2020,13-03-2020,27-02-2020,NAA8,45400
16120,U001,200768357,MARC co,,2020,1930720149,02-04-2020,17-04-2020,02-04-2020,NAA8,50402.29
16121,U001,200772595,SAFEW us,,2020,1930785170,15-04-2020,30-04-2020,15-04-2020,NAA8,63905.94
16130,U001,200769623,WAL-MAR systems,,2020,1930671401,20-03-2020,04-04-2020,20-03-2020,NAH4,14314.47
16132,U001,200726979,BJ'S  foundation,,2020,1930857910,05-05-2020,20-05-2020,05-05-2020,NAA8,507.68
16136,U001,200782669,SYGMA associates,,2020,1930629821,11-03-2020,26-03-2020,11-03-2020,NAA8,1207.2
16137,U001,200769623,WAL-MAR trust,,2020,1930859963,06-05-2020,21-05-2020,06-05-2020,NAH4,35867
16138,U001,200769623,WAL-MAR llc,,2020,1930883325,10-05-2020,25-05-2020,10-05-2020,NAH4,39094.6
16145,CA02,140106408,WAL-M corp,,2020,2960626032,04-04-2020,15-04-2020,05-04-2020,CA10,29490.293
16148,U001,200769623,WAL-MAR us,,2020,1930716666,28-03-2020,12-04-2020,28-03-2020,NAH4,59748.53
16150,U001,200705089,JETR in,,2020,1930597252,03-03-2020,18-03-2020,03-03-2020,NAA8,5182.85
16156,U001,200769623,WAL-MAR corporation,,2020,1930800508,20-04-2020,05-05-2020,20-04-2020,NAH4,43739.62
16158,U001,200230690,DECA co,,2020,1930857283,05-05-2020,24-05-2020,01-05-2020,NAM4,417.96
16160,CA02,140104440,SO associates,,2020,2960629706,17-04-2020,28-04-2020,18-04-2020,CA10,106865.542
16163,U001,200555117,BURR llc,,2020,1930752379,03-04-2020,18-04-2020,03-04-2020,NAA8,190.44
16165,U001,200793568,SUPE in,,2020,1930577094,27-02-2020,13-03-2020,27-02-2020,NAA8,9428.15
16174,U001,200759878,SA systems,,2020,1930739663,05-04-2020,20-04-2020,05-04-2020,NAH4,9945.65
16183,U001,100031704,DELHAIZE us,,2020,1930682992,23-03-2020,07-04-2020,23-03-2020,NAA8,2478.95
16184,U001,200762301,C&S WH us,,2020,1930690138,24-03-2020,08-04-2020,24-03-2020,NAC6,177806.67
16187,U001,200726979,BJ'S  corporation,,2020,1930621690,09-03-2020,24-03-2020,09-03-2020,NAA8,271.92
16208,U001,200772670,ASSOCIAT ,,2020,1930647499,14-03-2020,29-03-2020,14-03-2020,NAU5,72841.02
16211,U001,200738514,KTA  in,,2020,1930677149,30-03-2020,29-04-2020,30-03-2020,NAD5,13699.26
16212,U001,200724999,GILSTE llc,,2020,1930813779,22-04-2020,02-05-2020,22-04-2020,NA10,20732.54
16213,U001,200732755,KROGER ,,2020,1930585353,02-03-2020,17-03-2020,02-03-2020,NAA8,78453.96
16214,U001,200739534,OK us,,2020,1930594534,03-03-2020,18-03-2020,03-03-2020,NAA8,1121.31
16217,U001,200769623,WAL-MAR us,,2020,1930797438,17-04-2020,02-05-2020,17-04-2020,NAH4,6423.74
16224,U001,200769623,WAL-MAR co,,2020,1930728983,02-04-2020,17-04-2020,02-04-2020,NAH4,12085.76
16228,U001,200769623,WAL-MAR foundation,,2020,1930884398,12-05-2020,27-05-2020,12-05-2020,NAH4,13160.35
16234,U001,200769623,WAL-MAR ,,2020,1930720448,01-04-2020,16-04-2020,01-04-2020,NAH4,10373.75
16237,U001,200793568,SUPE corporation,,2020,1930623920,09-03-2020,24-03-2020,09-03-2020,NAA8,158937.67
16242,U001,200769623,WAL-MAR corporation,,2020,1930881322,09-05-2020,24-05-2020,09-05-2020,NAH4,14080.44
16243,U001,200705742,DOT co,,2020,1930760039,07-04-2020,22-04-2020,07-04-2020,NAA8,32981.7
16247,U001,200726979,BJ'S  foundation,,2020,1930794045,16-04-2020,01-05-2020,16-04-2020,NAA8,752.19
16252,U001,200769623,WAL-MAR associates,,2020,1930880291,09-05-2020,24-05-2020,09-05-2020,NAH4,40046.42
16263,U001,200769623,WAL-MAR corp,,2020,1930714765,29-03-2020,13-04-2020,29-03-2020,NAH4,15234.23
16270,U001,200762301,C&S WH in,,2020,1930660893,17-03-2020,01-04-2020,17-03-2020,NAC6,125438.15
16277,U001,200920735,ALBERT trust,,2020,1930686103,24-03-2020,08-04-2020,24-03-2020,NAA8,53465.49
16283,U001,200315290,KWI corp,,2020,1930774612,15-04-2020,30-04-2020,15-04-2020,NAA8,52677.2
16284,U001,100016691,BAY  systems,,2020,1930724081,31-03-2020,30-04-2020,31-03-2020,NAD5,16114.29
16286,U001,200759878,SA corporation,,2020,1930750913,04-04-2020,19-04-2020,04-04-2020,NAH4,1378.6
16292,U001,200772670,ASSOCIAT ,,2020,1930800930,18-04-2020,03-05-2020,18-04-2020,NAU5,21809.97
16303,U001,200759878,SA trust,,2020,1930597256,03-03-2020,07-05-2020,03-03-2020,NAGD,3191.4
16304,U001,200769623,WAL-MAR us,,2020,1930743926,03-04-2020,18-04-2020,03-04-2020,NAH4,471.56
16305,U001,200769623,WAL-MAR llc,,2020,1930802046,20-04-2020,05-05-2020,20-04-2020,NAH4,8253.66
16307,U001,200769623,WAL-MAR trust,,2020,1930675656,21-03-2020,05-04-2020,21-03-2020,NAH4,4821.77
16317,CA02,140104225,SAVE-ON- llc,,2020,2960617251,03-03-2020,13-03-2020,03-03-2020,CA10,104832.931
16318,U001,100025066,BLAKE us,,2020,1930799365,21-04-2020,06-05-2020,21-04-2020,NAA8,31142.44
16322,U001,200965912,C&S W ,,2020,1930839115,29-04-2020,14-05-2020,29-04-2020,NAC6,35100.66
16327,CA02,140104340,COLABOR  in,,2020,2960619736,11-03-2020,22-03-2020,12-03-2020,CA10,6536.705
16330,U001,200794332,COST trust,,2020,1930855604,04-05-2020,19-05-2020,04-05-2020,NAAX,94522.99
16333,U001,200744019,TARG co,,2020,1930692770,26-03-2020,10-04-2020,26-03-2020,NAA8,38632.22
16337,U001,200794332,COST us,,2020,1930653077,16-03-2020,31-03-2020,16-03-2020,NAAX,17324.57
16340,U001,200705089,JETR corp,,2020,1930751331,05-04-2020,20-04-2020,05-04-2020,NAA8,8742.94
16343,U001,200769623,WAL-MAR llc,,2020,1930832912,28-04-2020,13-05-2020,28-04-2020,NAH4,48558.27
16350,U001,200744019,TARG trust,,2020,1930747243,04-04-2020,19-04-2020,04-04-2020,NAA8,8539.83
16351,U001,200553103,HONOR  us,,2020,1930599140,04-03-2020,05-04-2020,04-03-2020,NA32,14005.67
16355,U001,200744019,TARG corporation,,2020,1930711440,27-03-2020,11-04-2020,27-03-2020,NAA8,157696.57
16356,U001,100051489,G&K foundation,,2020,1930655317,17-03-2020,01-04-2020,17-03-2020,NAA8,15136.8
16357,U001,200955827,KE associates,,2020,1930587212,02-03-2020,17-03-2020,02-03-2020,NAA8,30869.44
16358,U001,200794332,COST llc,,2020,1930709053,31-03-2020,15-04-2020,31-03-2020,NAAX,14772.55
16360,U001,200772670,ASSOCIAT corporation,,2020,1930876574,07-05-2020,22-05-2020,07-05-2020,NAU5,20865.23
16372,U001,200756072,REINHA us,,2020,1930708150,01-04-2020,16-04-2020,01-04-2020,NAA8,11447.08
16373,U001,200769623,WAL-MAR in,,2020,1930704486,27-03-2020,11-04-2020,27-03-2020,NAH4,14372.45
16376,U001,200922106,PEPP in,,2020,1930839155,29-04-2020,14-05-2020,29-04-2020,NAA8,22481.3
16377,U001,200793088,DEMOU co,,2020,1930856249,06-05-2020,21-05-2020,06-05-2020,NAA8,173611.15
16378,U001,200769623,WAL-MAR ,,2020,1930689011,25-03-2020,09-04-2020,25-03-2020,NAH4,3983.68
16386,CA02,140105033,W T  us,,2020,2960622075,22-03-2020,03-04-2020,24-03-2020,CA10,101890.642
16388,CA02,140105847,GORDON F llc,,2020,2960632577,07-05-2020,24-05-2020,14-05-2020,CA10,787.871
16391,U001,200769623,WAL-MAR co,,2020,1930884698,11-05-2020,26-05-2020,11-05-2020,NAH4,25543.91
16392,U001,200769623,WAL-MAR trust,,2020,1930801145,20-04-2020,05-05-2020,20-04-2020,NAH4,28599.45
16412,U001,200705742,DOT trust,,2020,1930798509,18-04-2020,22-05-2020,18-04-2020,NAAW,9888.58
16413,U001,200707005,KING S corporation,,2020,1930715324,29-03-2020,13-04-2020,29-03-2020,NAA8,20210.72
16416,U001,200743123,KROGER co,,2020,1930800402,19-04-2020,04-05-2020,19-04-2020,NAA8,11110.98
16418,U001,200508557,FOODL associates,,2020,1930738983,10-04-2020,25-04-2020,10-04-2020,NAA8,1874.99
16419,U001,200780383,MEIJ us,,2020,1930751082,06-04-2020,21-04-2020,06-04-2020,NAA8,107961.24
16424,U001,200744019,TARG trust,,2020,1930793395,17-04-2020,02-05-2020,17-04-2020,NAA8,34836.09
16425,U001,200769623,WAL-MAR us,,2020,1930845879,03-05-2020,18-05-2020,03-05-2020,NAH4,39053.36
16449,U001,200741174,M B  systems,,2020,1930639625,18-03-2020,02-04-2020,18-03-2020,NAA8,16558.43
16454,U001,200705372,FR us,,2020,1930821983,24-04-2020,09-05-2020,24-04-2020,NAA8,71779.8
16459,U001,200769623,WAL-MAR associates,,2020,1930688942,23-03-2020,07-04-2020,23-03-2020,NAH4,40466.18
16463,CA02,140104440,SO trust,,2020,2960628914,14-04-2020,03-05-2020,23-04-2020,CA10,185851.428
16478,U001,200769623,WAL-MAR associates,,2020,1930684282,23-03-2020,07-04-2020,23-03-2020,NAH4,16964.52
16482,U001,200761734,H E BUT us,,2020,1930770771,11-04-2020,26-04-2020,11-04-2020,NAA8,27925.36
16495,U001,200793568,SUPE ,,2020,1930706921,27-03-2020,11-04-2020,27-03-2020,NAA8,97894.71
16507,U001,200769623,WAL-MAR foundation,,2020,1930708330,27-03-2020,11-04-2020,27-03-2020,NAH4,1075.24
16509,U001,100015557,BI corp,,2020,1930630443,10-03-2020,25-03-2020,10-03-2020,NAA8,1190.7
16511,U001,200744019,TARG llc,,2020,1930752626,07-04-2020,22-04-2020,07-04-2020,NAA8,21558.53
16512,U001,200769623,WAL-MAR corporation,,2020,1930713784,28-03-2020,12-04-2020,28-03-2020,NAH4,7986.61
16513,U001,200769623,WAL-MAR foundation,,2020,1930705276,27-03-2020,11-04-2020,27-03-2020,NAH4,37788.14
16514,U001,100057168,CO corporation,,2020,1930729502,01-04-2020,16-04-2020,01-04-2020,NAA8,80828.44
16523,U001,200726979,BJ'S  us,,2020,1930854529,04-05-2020,19-05-2020,04-05-2020,NAA8,585.91
16528,U001,200886415,COSTCO systems,,2020,1930572513,02-03-2020,17-03-2020,02-03-2020,NAA8,13889.7
16532,U001,200776463,KROGE corporation,,2020,1930629934,11-03-2020,26-03-2020,11-03-2020,NAA8,19659.35
16542,U001,200793122,PIGGLY corporation,,2020,1930607505,06-03-2020,21-03-2020,06-03-2020,NAA8,66874.27
16548,U001,200769623,WAL-MAR co,,2020,1930798153,17-04-2020,02-05-2020,17-04-2020,NAH4,281.58
16551,U001,200778870,C systems,,2020,1930690772,24-03-2020,08-04-2020,24-03-2020,NAA8,35352.38
16554,U001,200875006,KROGER ,,2020,1930781116,13-04-2020,28-04-2020,13-04-2020,NAA8,48445.1
16562,U001,200152991,JET associates,,2020,1930838296,30-04-2020,15-05-2020,30-04-2020,NAA8,2448.84
16567,U001,200769623,WAL-MAR associates,,2020,1930647613,15-03-2020,30-03-2020,15-03-2020,NAH4,30866.85
16568,U001,200744019,TARG foundation,,2020,1930780180,13-04-2020,28-04-2020,13-04-2020,NAA8,19784.22
16586,U001,200769623,WAL-MAR systems,,2020,1930622835,09-03-2020,24-03-2020,09-03-2020,NAH4,77435.85
16591,U001,200820380,SMITH'S llc,,2020,1930857091,06-05-2020,21-05-2020,06-05-2020,NAA8,58159.76
16592,U001,200761734,H E BUT corp,,2020,1930732478,04-04-2020,19-04-2020,04-04-2020,NAA8,15154.2
16594,U001,200769623,WAL-MAR llc,,2020,1930637628,12-03-2020,27-03-2020,12-03-2020,NAH4,34365.24
16598,U001,200778355,US  ,,2020,1930709834,26-03-2020,10-04-2020,26-03-2020,NAA8,22402.84
16600,CA02,140104240,FEDER llc,,2020,2960622752,21-03-2020,08-04-2020,29-03-2020,CA10,104518.197
16606,U001,200762301,C&S WH associates,,2020,1930800639,18-04-2020,03-05-2020,18-04-2020,NAC6,115850.54
16609,U001,200744019,TARG ,,2020,1930778928,12-04-2020,27-04-2020,12-04-2020,NAA8,5734.95
16620,U001,200769623,WAL-MAR ,,2020,1930800051,20-04-2020,05-05-2020,20-04-2020,NAH4,32806.72
16637,U001,200769623,WAL-MAR ,,2020,1930719117,30-03-2020,14-04-2020,30-03-2020,NAH4,1322.22
16638,U001,200762301,C&S WH ,,2020,1930699409,26-03-2020,10-04-2020,26-03-2020,NAC6,55276.67
16640,U001,200726979,BJ'S  us,,2020,1930685737,24-03-2020,08-04-2020,24-03-2020,NAA8,2024.17
16645,U001,200769369,DI us,,2020,1930803798,21-04-2020,06-05-2020,21-04-2020,NAA8,47332.45
16646,U001,200148860,DOLLA trust,,2020,1930629393,11-03-2020,26-03-2020,11-03-2020,NAA8,15800.64
16649,U001,200759878,SA co,,2020,1930571073,27-02-2020,13-03-2020,27-02-2020,NAH4,34374.95
16651,U001,200726979,BJ'S  corp,,2020,1930684780,22-03-2020,06-04-2020,22-03-2020,NAA8,661.2
16653,U001,200744019,TARG systems,,2020,1930769637,11-04-2020,26-04-2020,11-04-2020,NAA8,45079.89
16655,U001,200769623,WAL-MAR foundation,,2020,1930834492,29-04-2020,14-05-2020,29-04-2020,NAH4,10892.32
16657,U001,200920735,ALBERT llc,,2020,1930769081,14-04-2020,29-04-2020,14-04-2020,NAA8,103640.97
16658,CA02,140104409,LOB trust,,2020,2960629886,22-04-2020,04-05-2020,24-04-2020,CA10,54262.145
16659,U001,200769623,WAL-MAR foundation,,2020,1930788082,16-04-2020,01-05-2020,16-04-2020,NAH4,26459.53
16672,U001,200744019,TARG trust,,2020,1930703606,26-03-2020,10-04-2020,26-03-2020,NAA8,5285.83
16674,U001,200762301,C&S WH llc,,2020,1930794704,17-04-2020,02-05-2020,17-04-2020,NAC6,22149.95
16677,U001,100031704,DELHAIZE co,,2020,1930604830,05-03-2020,20-03-2020,05-03-2020,NAA8,14043.94
16678,U001,200739006,AL ,,2020,1930765027,08-04-2020,23-04-2020,08-04-2020,NAA8,46919.8
16679,U001,200707822,PUBLI corporation,,2020,1930802341,17-04-2020,02-05-2020,17-04-2020,NAA8,28128.78
16682,U001,200742521,GLA trust,,2020,1930797676,20-04-2020,05-05-2020,20-04-2020,NAA8,22218.73
16689,CA02,140105686,SYSC foundation,,2020,2960617090,01-03-2020,20-03-2020,10-03-2020,CA10,3470.327
16691,U001,200769623,WAL-MAR ,,2020,1930610827,07-03-2020,22-03-2020,07-03-2020,NAH4,14280.05
16693,U001,200769623,WAL-MAR corp,,2020,1930610871,08-03-2020,23-03-2020,08-03-2020,NAH4,1017.41
16719,U001,200126819,MCLANE corporation,,2020,1930839333,05-05-2020,20-05-2020,05-05-2020,NAA8,9964.88
16725,U001,200762301,C&S WH co,,2020,1930768655,10-04-2020,25-04-2020,10-04-2020,NAC6,20770.29
16728,U001,200769623,WAL-MAR corp,,2020,1930747132,06-04-2020,21-04-2020,06-04-2020,NAH4,45155.96
16735,U001,200230690,DECA corp,,2020,1930856768,05-05-2020,24-05-2020,01-05-2020,NAM4,1572.46
16736,U001,200706844,WINC trust,,2020,1930687440,25-03-2020,09-04-2020,25-03-2020,NAA8,12192.3
16761,U001,200793568,SUPE corporation,,2020,1930711422,27-03-2020,11-04-2020,27-03-2020,NAA8,3900.95
16767,U001,200331749,SYSC in,,2020,1930672649,27-03-2020,11-04-2020,27-03-2020,NAA8,14016.34
16774,U001,200794332,COST associates,,2020,1930693281,25-03-2020,09-04-2020,25-03-2020,NAAX,24966.5
16795,CA02,140104409,LOB corporation,,2020,2960619114,06-03-2020,19-03-2020,09-03-2020,CA10,21699.398
16804,U001,200772670,ASSOCIAT us,,2020,1930720242,30-03-2020,14-04-2020,30-03-2020,NAU5,49116.36
16817,U001,200707822,PUBLI co,,2020,1930784036,14-04-2020,29-04-2020,14-04-2020,NAA8,85784.14
16823,U001,200418007,AM foundation,,2020,1930596080,05-03-2020,20-03-2020,05-03-2020,NAA8,104135.15
16830,U001,200029010,KROG in,,2020,1930593652,03-03-2020,18-03-2020,03-03-2020,NAA8,85791.89
16833,U001,200729942,SA in,,2020,1930810259,21-04-2020,06-05-2020,21-04-2020,NAA8,13277.26
16834,U001,200148860,DOLLA ,,2020,1930774728,10-04-2020,25-04-2020,10-04-2020,NAA8,11099.81
16841,CA02,140104409,LOB llc,,2020,2960625483,06-04-2020,24-04-2020,14-04-2020,CA10,62192.676
16847,U001,200700919,US  ,,2020,1930627438,11-03-2020,12-04-2020,11-03-2020,NA32,9777.96
16862,U001,200762301,C&S WH ,,2020,1930719788,30-03-2020,14-04-2020,30-03-2020,NAC6,90889.75
16867,U001,200769623,WAL-MAR foundation,,2020,1930855581,04-05-2020,19-05-2020,04-05-2020,NAH4,79297.97
16868,U001,200769623,WAL-MAR co,,2020,1930794807,17-04-2020,02-05-2020,17-04-2020,NAH4,46729.73
16875,U001,200726979,BJ'S  trust,,2020,1930675733,20-03-2020,04-04-2020,20-03-2020,NAA8,987.26
16892,U001,200761734,H E BUT co,,2020,1930575240,28-02-2020,14-03-2020,28-02-2020,NAA8,16155.31
16893,U001,200752393,S AB us,,2020,1930754139,06-04-2020,21-04-2020,06-04-2020,NAA8,8706.4
16902,U001,200803720,DEC associates,,2020,1930863600,06-05-2020,24-05-2020,01-05-2020,NAM4,137.04
16903,U001,200726979,BJ'S  trust,,2020,1930828457,27-04-2020,12-05-2020,27-04-2020,NAA8,321.54
16914,U001,200743996,STATER  in,,2020,1930732198,03-04-2020,18-04-2020,03-04-2020,NAA8,52469.18
16915,U001,200769623,WAL-MAR systems,,2020,1930657371,17-03-2020,01-04-2020,17-03-2020,NAH4,944.06
16922,U001,200726979,BJ'S  associates,,2020,1930752507,03-04-2020,18-04-2020,03-04-2020,NAA8,591.34
16929,U001,200769623,WAL-MAR us,,2020,1930848492,01-05-2020,16-05-2020,01-05-2020,NAH4,8871.71
16933,U001,CCCA02,KRAFT  associates,,2020,1930712357,28-03-2020,02-05-2020,28-03-2020,NAG2,8019.84
16942,U001,200794332,COST trust,,2020,1930620701,10-03-2020,25-03-2020,10-03-2020,NAAX,14204.38
16947,U001,200762301,C&S WH in,,2020,1930788207,16-04-2020,01-05-2020,16-04-2020,NAC6,30466.9
16959,U001,200769623,WAL-MAR ,,2020,1930782858,15-04-2020,30-04-2020,15-04-2020,NAH4,59879.49
16962,U001,200759878,SA foundation,,2020,1930767783,09-04-2020,24-04-2020,09-04-2020,NAH4,32011.75
16967,U001,200749225,SUPER  foundation,,2020,1930637582,11-03-2020,26-03-2020,11-03-2020,NAA8,22655.74
16969,U001,200723794,MID MO corporation,,2020,1930772800,10-04-2020,25-04-2020,10-04-2020,NAA8,3310.2
16970,U001,200769623,WAL-MAR corp,,2020,1930646042,12-03-2020,27-03-2020,12-03-2020,NAH4,49027.52
16980,U001,200152991,JET llc,,2020,1930837577,01-05-2020,16-05-2020,01-05-2020,NAA8,4125.67
16991,U001,200769623,WAL-MAR co,,2020,1930777073,11-04-2020,26-04-2020,11-04-2020,NAH4,688.41
16994,U001,200726979,BJ'S  in,,2020,1930653709,17-03-2020,01-04-2020,17-03-2020,NAA8,17033.43
16999,U001,200769623,WAL-MAR associates,,2020,1930675621,20-03-2020,04-04-2020,20-03-2020,NAH4,17783.32
17021,U001,200794332,COST trust,,2020,1930700055,25-03-2020,09-04-2020,25-03-2020,NAAX,34505.56
17025,U001,200769623,WAL-MAR associates,,2020,1930660759,16-03-2020,31-03-2020,16-03-2020,NAH4,15399.18
17026,U001,200761734,H E BUT ,,2020,1930695872,27-03-2020,11-04-2020,27-03-2020,NAA8,30159.17
17031,CA02,100035505,COUN in,,2020,2960629325,17-04-2020,01-05-2020,21-04-2020,CA10,323.4
17037,CA02,140104429,COSTCO in,,2020,2960627453,11-04-2020,23-04-2020,13-04-2020,CA10,27563.557
17040,U001,200769623,WAL-MAR llc,,2020,1930863256,08-05-2020,23-05-2020,08-05-2020,NAH4,26129.33
17043,U001,200447006,ANTONIO systems,,2020,1930637349,12-03-2020,27-03-2020,12-03-2020,NAA8,21002.24
17051,U001,200744019,TARG in,,2020,1930760796,09-04-2020,24-04-2020,09-04-2020,NAA8,1516.57
17055,U001,200799367,MCL corporation,,2020,1930800147,22-04-2020,07-05-2020,22-04-2020,NAA8,27593.48
17061,U001,200797452,US  trust,,2020,1930725458,31-03-2020,15-04-2020,31-03-2020,NAA8,19138.56
17062,U001,200769623,WAL-MAR associates,,2020,1930851914,02-05-2020,17-05-2020,02-05-2020,NAH4,51956.64
17063,U001,200769623,WAL-MAR corporation,,2020,1930647188,15-03-2020,30-03-2020,15-03-2020,NAH4,16398.7
17065,U001,200794332,COST llc,,2020,1930731648,01-04-2020,16-04-2020,01-04-2020,NAAX,13765.6
17077,U001,200706844,WINC systems,,2020,1930816126,22-04-2020,07-05-2020,22-04-2020,NAA8,13502.46
17080,U001,200759878,SA foundation,,2020,1930687567,25-03-2020,09-04-2020,25-03-2020,NAH4,8298.72
17085,U001,200759878,SA associates,,2020,1930670740,20-03-2020,04-04-2020,20-03-2020,NAH4,8854.79
17090,U001,200769623,WAL-MAR corporation,,2020,1930842952,30-04-2020,15-05-2020,30-04-2020,NAH4,77.86
17092,U001,200148860,DOLLA in,,2020,1930751342,06-04-2020,21-04-2020,06-04-2020,NAA8,45124.22
17094,U001,200776463,KROGE corp,,2020,1930713643,27-03-2020,11-04-2020,27-03-2020,NAA8,47126.76
17097,U001,200743618,MASON llc,,2020,1930662785,17-03-2020,01-04-2020,17-03-2020,NAA8,22069.1
17103,U001,200772670,ASSOCIAT trust,,2020,1930629459,09-03-2020,24-03-2020,09-03-2020,NAU5,305.36
17109,U001,100031704,DELHAIZE in,,2020,1930648983,16-03-2020,31-03-2020,16-03-2020,NAA8,48485.56
17111,U001,200353024,DECA associates,,2020,1930817480,23-04-2020,26-04-2020,16-04-2020,NAM2,4496.34
17113,U001,200735528,ASSOCIA corporation,,2020,1930730972,03-04-2020,18-04-2020,03-04-2020,NAA8,116700.04
17120,U001,200936373,SUPE foundation,,2020,1930794344,16-04-2020,01-05-2020,16-04-2020,NAA8,40020.89
17126,U001,200353024,DECA co,,2020,1930876834,07-05-2020,24-05-2020,01-05-2020,NAM4,4855.58
17131,U001,200769623,WAL-MAR foundation,,2020,1930760433,08-04-2020,23-04-2020,08-04-2020,NAH4,32036.59
17134,U001,200769623,WAL-MAR llc,,2020,1930623383,09-03-2020,24-03-2020,09-03-2020,NAH4,24596.6
